Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W292315076103001,1664,Haryana,Hisar,Narnaud,Khotkalan,29.3875,76.175,2021,9,338,27,84,20,20,7,0,164,26,24,5,2,0,26,,
W291720075542501,1665,Haryana,Hisar,Hansi,Rajli Cross,29.2889,75.9069,2021,8,875,27,84,73,249,5,0,285,48,40,98,4,1.00,22,,
W291230075551501,1666,Haryana,Hisar,Hansi,Chanaut,29.2083,75.9208,2021,8,4301,41,238,576,937,268,0,756,61,146,670,12,2,23,,
W290429076023001,1667,Haryana,Hisar,Hansi,Rampur Damundi,29.075,76.0417,2021,8,1221,0,182,100,361,14,0,515,79,77,81,6,2,24,,
W290630076120001,1668,Haryana,Hisar,Bass,Bas,29.1083,76.2,2021,9,1380,41,224,147,271,11,0,296,31,53,221,4.0,1,24,,
W291530076111501,1669,Haryana,Hisar,Narnaud,Rajthal,29.2583,76.1875,2021,9,1981,165,727,153,15,17,0,449,13,101,274,5.0,1,29,,
W291525075474001,1670,Haryana,Hisar,Barwala,Juglan,29.2651,75.7648,2021,8,3924,0,98,546,1088,21,0,1315,320,125,346,2,0,20,,
W292745075155001,1671,Haryana,Sirsa,Nathusari Chopta,Ding,29.4625,75.2639,2021,8,350,27,84,53,15,2,0,153,35,16,27,2,0,21,,
W292715075121501,1672,Haryana,Sirsa,Nathusari Chopta,Sherpura,29.4542,75.2042,2021,8,11280,0,363,2293,1974,39,0,3123,285,586,1142,55,0,27,,
W294705074544501,1673,Haryana,Sirsa,Odhan,Panniwala Mota,29.7847,74.9125,2021,9,928,41,293,73,75,3.0,0,142,13,27,72,160,0,26,,
W294700074503001,1674,Haryana,Sirsa,Odhan,Chormar,29.7833,74.8417,2021,8,5478,55,363,920,952,60,0,1063,70,216,776,11,2,28,,
W295100074590001,1675,Haryana,Sirsa,Odhan,Mithri,29.85,74.9833,2021,9,4880,192,838,467,703,130,0,296,22,59,990,8.0,3,16,,
W295715074441501,1676,Haryana,Sirsa,Dabwali,Dabwali,29.9542,74.7375,2021,8.40,272,41,56,13,14,1.0,0,142,26,19,4,5.0,0,15,,
W294430075114501,1677,Haryana,Sirsa,Baragudha,Rori,29.7417,75.1958,2021,8,299,41,56,13,13,0.0,0,121,31,11,8,10,1,14,,
W294930075003001,1678,Haryana,Sirsa,Odhan,Taruwana,29.825,75.0083,2021,8,2998,0,224,432,541,270,0,647,70,115,404,24,0,30,,
W295330074381001,1679,Haryana,Sirsa,Dabwali,Saktakhera,29.8917,74.6361,2021,9,1015,41,70,113,224,16,0,230,39,32,144,6.0,0,14,,
W295040074332001,1680,Haryana,Sirsa,Dabwali,Tejakhera,29.8444,74.5556,2021,8.90,2462,110,489,200,261,130,0,186,9,40,486,14,2,18,,
W294630074310001,1681,Haryana,Sirsa,Dabwali,Chotala,29.775,74.5167,2021,9,553,27,112,40,87,19,0,197,39,24,48,4,1,19,,
W294245074380501,1682,Haryana,Sirsa,Dabwali,Kaluwana,29.7125,74.6347,2021,8,1244,0,112,13,514,2,0,636,189,40,8,7,2,18,,
W294730074423001,1683,Haryana,Sirsa,Dabwali,Goriwala,29.7917,74.7083,2021,8,4954,27,461,706,971,57,0,504,44,96,908,17,2,24,,
W294300074460001,1684,Haryana,Sirsa,Dabwali,Rasalia Khera,29.7167,74.7667,2021,9,1692,96,335,233,46,48,0,482,13,109,164,31,1,19,,
W294515074510001,1685,Haryana,Sirsa,Odhan,Nuhian Wali,29.7542,74.85,2021,8,9402,0,349,1853,1667,112,0,2126,189,402,1189,50,0.80,20,,
W292025074374801,1686,Haryana,Sirsa,Ellenabad,Karamsana,29.3403,74.63,2021,8,3898,41,112,467,1084,111,0,877,149,122,514,8.0,3,21,,
W291950074585001,1687,Haryana,Sirsa,Nathusari Chopta,Jamal,29.3278,74.9861,2021,8,894,0,140,13,329,4,0,395,61,59,46,5.0,2.00,26,,
W291510075050001,1688,Haryana,Sirsa,Nathusari Chopta,Ghushiana,29.2528,75.0833,2021,8,323,14,98,13,64,2,0,175,35,21,10,2,1,18,,
W291800075084001,1689,Haryana,Sirsa,Nathusari Chopta,Gigorani,29.3,75.1444,2021,8,396,0,182,20,29,1,0,197,35,27,8.0,2.0,0,16,,
W282340077262001,1690,Haryana,Faridabad,Ballabgarh,Kabulpur,28.394,77.439,2021,8,2001,31,127,432,221,33,0,405,31,80,285,8.0,0,15,,
W204550078312501,1691,Haryana,Faridabad,Ballabgarh,Tigaon,28.347,77.39,2021,9,2830,78,301,610,142,37,0,482,18,107,420,9.0,0,17,,
W282045077191501,1692,Haryana,Faridabad,Ballabgarh,Ballabgarh,28.347,77.335,2021,9,4010,47,143,978,286,148,0,636,31,136,631,21,0,10,,
W183233073130801,1693,Haryana,Faridabad,Faridabad,Pali,28.381,77.244,2021,8,2897,0,95,801,204,112,0,1008,176,138,214,2,0,11,,
W281534077283801,1694,Haryana,Faridabad,Ballabgarh,Chhainsa,28.33925,77.3165979,2021,8,1493,31,63,269,220,70,0,493,66,80,94,72,1,27,,
W282545077233001,1695,Haryana,Faridabad,Faridabad,Bhopani,28.4262,77.3826,2021,8,1081,0,444,142,19,8,0,351,61,48,104,7.0,1,31,,
W280900077193001,1696,Haryana,Palwal,Palwal,Palwal,28.15,77.325,2021,9,1794,109,492,191,12,70,0,230,12,49,334,4.0,1.10,9.0,,
W280815077241501,1697,Haryana,Palwal,Palwal,Lalwa,28.138,77.404,2021,9,1441,62,349,234,15,17,0,380,20,80,170,5.0,1,16,,
W280857077110701,1698,Haryana,Palwal,Hathin,Mandkola,28.1346,77.1801,2021,9,1251,62,222,220,0,28,0,310,16,66,148,3.0,0,15,,
W280845077083001,1699,Haryana,Palwal,Hathin,Akbarpur,28.107,77.143,2021,9,1521,78,270,298,10,9.0,0,390,16,85,188,4.0,0,11,,
W280030077203001,1700,Haryana,Palwal,Hodal,Tumsara,28.008,77.342,2021,9,5781,172,714,1134,284,142,0,1001,12,236,804,110,0,22,,
W275800077292501,1701,Haryana,Palwal,Hodal,Hassanpur,27.97,77.49,2021,9,1531,78,349,163,92,14,0,190,16,36,270,5,2,29,,
W275730077134501,1702,Haryana,Palwal,Hathin,Kot,27.958,77.229,2021,9,4670,140,603,837,348,60,0,651,16,148,464,520,0,21,,
W281215077142001,1703,Haryana,Palwal,Hathin,Jaindapur,28.204,77.239,2021,9,3715,47,111,922,376,39,0,680,37,143,560,3,0,22,,
W280245077143001,1704,Haryana,Palwal,Hathin,Hathin,28.046,77.242,2021,8,7331,0,190,2084,560,16,0,1611,68,350,960,4,0.70,17,,
W302650077130001,1705,Haryana,Palwal,Palwal,Rasulpur,28.08667,77.39833,2021,9,1395,62,317,135,12,159,0,360,8,83,141,20,1.00,11,,
W275715077084001,1706,Haryana,Mewat,Punhana,Sikarwa,27.954,77.144,2021,9,3497,78,175,496,674,89,0,1061,40,233,304,47,0.50,10,,
W275500076590001,1707,Haryana,Mewat,Nagina,Nagina,27.917,76.983,2021,7,24060,0,317,4963,4430,167,0,3814,359,709,3678,84,0,29,,
W280030077001501,1708,Haryana,Mewat,Nuh,Akaira,28.008,77.004,2021,8,6875,0,111,1758,811,10,0,2206,248,386,571,37,0,29,,
W280230077004001,1709,Haryana,Mewat,Nuh,Malab,28.042,77.011,2021,8,14990,0,539,3304,2134,121,0,2752,322,473,2134,87,0,39,,
W280615077001501,1710,Haryana,Mewat,Nuh,Nuh,28.104,77.071,2021,8,8327,0,381,1999,1050,81,0,2216,537,213,846,47,0,36,,
W281110077055501,1711,Haryana,Mewat,Nuh,Indri,28.18917,77.10028,2021,8,6991,0,159,1926,568,32,0,2092,112,440,674,2.0,0,37,,
W281850077065501,1712,Haryana,Gurgaon,Sohana,Kherla,28.3159,77.1147,2021,8,743,31,79,74,121,31,0,289,37,48,45,1,0,19,,
W281440077041002,1713,Haryana,Gurgaon,Sohna,Sohna,28.244,77.069,2021,8,2862,0,175,559,441,30,0,495,70,78,400,60,0,11,,
W282830077011502,1714,Haryana,Gurgaon,Gurgaon,Wapcos,28.475,77.021,2021,8,2650,0,95,768,127,26,0,526,124,53,368,5.0,0,21,,
W282900077001501,1715,Haryana,Gurgaon,Gurgaon,Jhanjrola,28.483,77.004,2021,8,268,16,127,20,0,0,0,144,33,15,6,2,0,31,,
W261000082223201,1716,Haryana,Gurgaon,Pataudi,Kadipur,28.45,77.004,2021,9,2061,156,714,189,0,27,0,113,8,23,452,1,1,9.0,,
W284100076342001,1717,Haryana,Gurgaon,Farukhnagar,Wazirpur,28.4235,76.9139,2021,9,1331,109,460,115,0,23,0,113,8,23,275,1,0,11,,
W282125076543001,1718,Haryana,Gurgaon,Gurugram,Kasan,28.357,76.908,2021,9,1041,109,254,101,0,27,0,82,8,15,212,1.0,1,14,,
W282820076503001,1719,Haryana,Gurgaon,Farukhnagar,Mubarakpur,28.472,76.842,2021,8,987,0,111,162,142,27,0,392,74,50,49,3,0,27,,
W252545086383001,1720,Haryana,Gurgaon,Farukhnagar,Jamalpur,28.371,76.836,2021,9,551,62,190,40,0,25,0,155,12,30,82,2.0,0,16,,
W281748076412503,1721,Haryana,Gurgaon,Pataudi,Mauzabad,28.297,76.69,2021,8,2481,0,95,310,729,27,0,856,173,103,160,45,0.50,20,,
W280945076400501,1722,Haryana,Rewari,Rewari,Sangwari,28.163,76.668,2021,9,3550,234,936,249,261,19,0,186,8,40,749,4.0,3,12,,
W280415076344501,1723,Haryana,Rewari,Bawal,Bawal,28.1094,76.6025,2021,9,1100,94,460,70,0,12,0,103,8,20,234,1,1.10,14,,
W280615076314501,1724,Haryana,Rewari,Bawal,Balawas,28.104,76.529,2021,9,1370,78,682,57,0,9,0,72,8,13,312,1,2,15,,
W282450076290001,1725,Haryana,Rewari,Nahar,Kosli,28.414,76.483,2021,9,4161,281,1063,461,104,28,0,227,17,45,864,1.0,8,24,,
W282300076221501,1726,Haryana,Rewari,Kosli,Lukhi,28.3859,76.3625,2021,9,2881,94,539,553,37,14,0,206,25,35,557,1,3,19,,
W282015076183001,1727,Haryana,Mahendragarh,Kanina,KaninaKhas,28.338,76.308,2021,8,3081,47,48,780,292,29,0,742,91,125,387,3,0,18,,
W280300076064501,1728,Haryana,Mahendragarh,Narnaul,Narnaul,28.05,76.113,2021,9,564,62,127,71,0,12,0,196,37,25,53,3,1,10,,
W281355076101001,1729,Haryana,Mahendragarh,Mahendra garh,Jassawas,28.248,76.141,2021,9,1230,109,317,156,0,7,0,113,8,23,245,2,2.30,24,,
W281800076130001,1730,Haryana,Mahendragarh,Mahendra garh,Buchawas,28.3,76.217,2021,8,3692,47,175,893,291,28,0,443,41,83,660,3,1,29,,
W302430076471501,1731,Haryana,Ambala,Ambala,Kakru,30.408,76.788,2021,8,2175,0,622,305,142,10,0,441,42,82,314,4,1,11,,
W301915076434501,1732,Haryana,Ambala,Ambala I,Balana,30.32,76.729,2021,9,639,36,244,35,13,0,0,137,21,20,79,11,0,15,,
W301545076365001,1733,Haryana,Ambala,Ambala I,Pinjola,30.263,76.612,2021,9,848,48,195,85,79,0,0,126,13,23,146,7,0,17,,
W301700077024501,1734,Haryana,Ambala,Barara,Mulana,30.283,77.046,2021,8,996,24,134,57,207,55,0,399,55,64,47,2.0,0,10,,
W201214077195901,1735,Haryana,Ambala,Barara,Dhanora,30.296,77.117,2021,9,654,36,183,85,27,3,0,158,21,26,94,2.0,0,9.0,,
W302815077073001,1736,Haryana,Ambala,Naraingarh,Naraingarh,30.471,77.125,2021,8,350,12,195,21,0,6,0,200,38,26,10,1,0.20,8.0,,
W252330086444501,1737,Haryana,Karnal,Karnal,Salarpur,29.786,77.09,2021,8,1053,36,134,99,247,0,0,305,17,64,129,2,0,17,,
W294715076531501,1738,Haryana,Karnal,Karnal,Saunkra,29.797,76.874,2021,9,324,24,146,14,0,2,0,179,17,33,4.0,1,0,11,,
W294626076442903,1739,Haryana,Karnal,Karnal,Amupur Chakda,29.774,76.741,2021,8,2705,0,182,307,729,17,0,942,136,146,202,12,0,10,,
W293929076450001,1740,Haryana,Karnal,Assandh,Gonder,29.648,76.755,2021,8,870,48,238,67,88,2,0,263,22,51,96,7,1,11,,
W293816076402201,1741,Haryana,Karnal,Assandh,Chorkarsa,29.628,76.674,2021,8,1610,0,126,167,471,1,0,756,158,88,44,7,0,9.0,,
W292810076291501,1742,Haryana,Karnal,Assandh,Gangatheri,29.478,76.504,2021,8,1112,0,545,93,47,0,0,384,18,83,116,10,1,15,,
W293000076440501,1743,Haryana,Karnal,Assandh,Salwan,29.5,76.735,2021,9,1373,108,140,127,247,0,0,230,13,48,230,18,1,10,,
W281110077055501,1744,Haryana,Karnal,Indri,Indri,29.881,77.063,2021,9,298,41,70,20,0,0,0,132,31,13,12,2,1,20,,
W295210077053001,1745,Haryana,Karnal,Indri,Nanhera,29.88,77.08,2021,9,464,41,168,27,39,0,0,164,26,24,58,5,1,28,,
W240412077310201,1746,Haryana,Karnal,Indri,Islam nagar,29.925,77.113,2021,9,767,82,321,13,22,0.0,0,142,13,27,137,5,0,14,,
W295025077070001,1747,Haryana,Karnal,Indri,Biana,29.84,77.117,2021,8,892,0,279,27,208,0,0,252,22,48,109,8,0,19,,
W295600077091501,1748,Haryana,Karnal,Indri,Makhala,30.138,77.283,2021,8,698,24,140,53,131,0,0,175,35,21,92,5,0,17,,
W273920077224001,1749,Haryana,Kaithal,Pundri,Barsana,29.717,76.599,2021,9,690,60,279,20,0,0,0,33,4,5,152,1,0,17,,
W294045076151001,1750,Haryana,Kaithal,kalayat,Kalayat,29.6792,76.2528,2021,8,3201,0,84,660,573,63,0,1041,197,133,286,9.0,2,21,,
W201900081163001,1751,Haryana,Kaithal,Pundri,Korar,29.655,76.544,2021,9,1381,84,112,127,269,6,0,142,18,24,253,6.0,0,20,,
W231205075011401,1752,Haryana,Kaithal,Kaithal,Mundri,29.775,76.506,2021,9,991,84,321,20,46,23,0,121,13,21,78,178,3,14,,
W232212073403801,1753,Haryana,Kaithal,Gulha,Khanpur,29.851,76.372,2021,9,1066,84,363,53,47,9,0,252,13,53,154,6,0.50,21,,
W295830076573001,1754,Haryana,Kurukshetra,Thanesar,Mathana,29.981,76.954,2021,8,403,34,151,20,0,0,0,90,16,12,48,7.0,1,11,,
W262100079150001,1755,Haryana,Kurukshetra,Thanesar,Umri,29.9461,76.9061,2021,8,731,0,359,67,22,0,0,330,96,22,36,10,0,18,,
W185900076230001,1756,Haryana,Kurukshetra,Kurukshetra,Sirsala,30,76.502,2021,8,486,0,301,13,0,0,0,170,52,10,41,9.0,1,20,,
W240547086594601,1757,Haryana,Panchkula,Pinjore,Fatehpur,30.683,76.883,2021,8,421,36,98,20,25,17,0,142,31,16,32,3,0,14,,
W262330084571501,1758,Haryana,Panchkula,Pinjore,Dharampur,30.811,76.919,2021,8,523,24,61,53,69,27,0,164,39,16,45,2.0,0,19,,
W305327076495601,1759,Haryana,Panchkula,Pinjore,Kona,30.891,76.832,2021,9,391,36,61,33,23,31,0,142,22,21,32,2.0,0,21,,
W304930076524001,1760,Haryana,Panchkula,Pinjore,Khera,30.825,76.878,2021,8,281,0,122,20,0,21,0,110,18,16,17,1.0,0,22,,
W323105074531901,1761,Haryana,Panchkula,Pinjore,Nandpur,30.757,76.993,2021,8,372,31,127,21,12,14,0,130,24,17,38,3.0,0,15,,
W303315076550001,1762,Haryana,Panchkula,Barwala,Barwala,29.3642,75.9056,2021,9,387,62,127,21,0,15,0,130,12,24,50,3.0,0.20,19,,
W291643078500301,1763,Haryana,Panchkula,Raipur Rani,Jaspur,30.483,76.95,2021,8,510,31,286,14,0,4,0,120,20,17,81,2,0.30,13,,
W302930077013001,1764,Haryana,Panchkula,Raipur Rani,Kakar Majra,30.492,77.025,2021,9,1430,31,190,156,109,185,0,300,20,61,190,3.0,0,10,,
W302810076562001,1765,Haryana,Panchkula,Barwala,Patwi,30.469,76.939,2021,9,574,47,111,57,34,26,0,180,20,32,59,2,0,17,,
W303158077015201,1766,Haryana,Panchkula,Raipur Rani,Hangola,30.533,77.031,2021,9,417,62,175,14,0,2,0,160,20,27,44,3,0,18,,
W282315076135001,1767,Haryana,Panchkula,Panchkula,Kheri,30.5659,76.9942,2021,9,551,47,222,28,0,24,0,110,12,19,91,3,0.30,12,,
W303830077003001,1768,Haryana,Panchkula,Panchkula,Parwala,30.6355,77.0162,2021,9,382,47,143,21,0,8,0,130,12,24,43,3.0,0,21,,
W300600077164501,1769,Haryana,Yamuna Nagar,Jagadhri,Shadipur,30.1,77.279,2021,9,790,47,175,78,79,2.0,0,230,24,41,77,21,0,10,,
W301145077084501,1770,Haryana,Yamuna Nagar,Jagadhri,Mustafabad,30.196,77.146,2021,9,1010,47,190,177,12,0,0,220,24,39,121,5,0,9.0,,
W300815077220001,1771,Haryana,Yamuna Nagar,Jagadhri,Amadalpur,30.1375,77.3667,2021,9,298,62,63,14,0,15,0,120,8.0,24,27,3.0,0,19,,
W301800077291501,1772,Haryana,Yamuna Nagar,Chhachrauli,Khizrabad,30.3,77.488,2021,9,296,47,111,14,0,14,0,170,8.0,36,10,2,0,16,,
W232624080350101,1773,Haryana,Yamuna Nagar,Bilaspur,Bilaspur,30.3,77.3,2021,9,360,47,175,14,0,0,0,170,12,34,32,1,1,12,,
W302130077144501,1774,Haryana,Yamuna Nagar,Sadhaura,Sabri,30.358,77.246,2021,8,401,31,238,14,0,0,0,140,16,24,53,2,0,13,,
W302400077131501,1775,Haryana,Yamuna Nagar,Sadhaura,Sadhaura,30.052,77.122,2021,9,443,62,190,21,0,0,0,110,8.0,22,86,4,1,11,,
W302650077130001,1776,Haryana,Yamuna Nagar,Sadhaura,Rasulpur,30.447,77.217,2021,9,1015,62,48,149,121,28,0,220,32,34,132,2,0,19,,
W215547076265101,1777,Himanchal Pradesh,Una,,JAWAR,31,76,2021,7,380,0,153,28,8,19,,150,42,11,18,2,0,,201,
W314100076070002,1778,Himanchal Pradesh,Una,,AMB,31,76,2021,8.0,525,0,262,18,11,3,,155,28,21,44,8,0,,277,
W314215076041501,1779,Himanchal Pradesh,Una,,MUBARIKPUR,31,76,2021,8,517,0,171,32,12,66,,175,26,27,33,2,0,,273,
W314733075590901,1780,Himanchal Pradesh,Una,,BABEHR,31,75,2021,8,454,0,171,39,18,16,,165,34,19,28,2,0,,241,
W314816075591201,1781,Himanchal Pradesh,Una,,RAIPUR MARWADI,31,75,2021,8,388,0,140,18,8,53,,160,44,12,14,1,0,,205,
W314513076003901,1782,Himanchal Pradesh,Una,,MAWA KALAN,31,76,2021,8,258,0,92,21,15,9,,105,30,7,11,1,1,,137,
W314215076001501,1783,Himanchal Pradesh,Una,,GHANERI,31,76,2021,8,453,0,214,18,9,22,,200,64,10,12,1,1,,240,
W314128076020601,1784,Himanchal Pradesh,Una,,SINGHNEI,31,76,2021,8.0,406,0,171,35,6,9,,160,36,17,18,1.0,1,,215,
W314020076024501,1785,Himanchal Pradesh,Una,,AMBOTA,31,76,2021,8,390,0,183,14,15,11,,170,36,19,14,1,0,,206,
W313945076034501,1786,Himanchal Pradesh,Una,,GAGRET,31,76,2021,8.0,483,0,195,25,10,38,,210,64,12,10,1,0,,256,
W313533076073401,1787,Himanchal Pradesh,Una,,LOHARLI,31,76,2021,8,480,0,220,18,9,33,,215,72,9,9,6,0,,254,
W313237076082601,1788,Himanchal Pradesh,Una,,PANJAWAR,31,76,2021,8,402,0,183,21,13,9,,145,36,13,26,2,0,,213,
W312915076143001,1789,Himanchal Pradesh,Una,,JHALERA,31,76,2021,8,418,0,171,28,10,23,,155,44,11,22,1,0,,221,
W313215076121501,1790,Himanchal Pradesh,Una,,PANOH,31,76,2021,8,579,0,275,32,13,6,,145,46,7,65,2,0,,306,
W312513076164101,1791,Himanchal Pradesh,Una,,JANKAUR,31,76,2021,8.0,332,0,153,18,8,6,,100,28,7,27,4,0.10,,175,
W312343076175601,1792,Himanchal Pradesh,Una,,NANGRAN,31,76,2021,8,1751,0,610,188,49,87,,415,54,68,200,14,0,,922,
W232212073403801,1793,Himanchal Pradesh,Una,,KHANPUR,31,76,2021,8,594,0,214,60,21,7,,200,30,30,41,3,0,,315,
W312121076190201,1794,Himanchal Pradesh,Una,,SANTOKHGARH,31,76,2021,8.0,350,0,171,18,12,1,,135,36,11,16,3,0,,185,
W262330084571501,1795,Himanchal Pradesh,Una,,DHARAMPUR,31,76,2021,8,580,0,256,21,14,39,,245,36,38,22,1,0,,307,
W312800076154501,1796,Himanchal Pradesh,Una,,UNA,31,76,2021,8,718,0,262,67,23,26,,245,38,36,52,0.0,0,,380,
W280415076344501,1797,Himanchal Pradesh,Una,,BAWAL,31,76,2021,8.0,658,0,348,21,9,3,,180,44,17,68,4,0,,349,
W313207076242302,1798,Himanchal Pradesh,Una,,RAJLI PANJAL,31,76,2021,8,546,0,232,28,30,14,,135,24,18,63,3,0,,289,
W310955076364001,1799,Himanchal Pradesh,Solan,,BHATOLI,31,76,2021,8,324,0,134,18,5,28,,115,28,11,22,2,0,,172,
W251908084361501,1800,Himanchal Pradesh,Solan,,BARUNA,31,76,2021,8,381,0,140,18,17,37,,150,22,23,19,1,0,,202,
W254029084355301,1801,Himanchal Pradesh,Solan,,JAGATPUR,31,76,2021,8,337,0,122,35,10,10,,105,20,13,27,3,0,,178,
W305527076474001,1802,Himanchal Pradesh,Solan,,BADDI,30,76,2021,8,472,0,238,14,8,14,,185,32,26,20,2,0,,251,
W305419076502301,1803,Himanchal Pradesh,Solan,,BAROTIWALA,30,76,2021,8,292,0,140,14,4,5,,85,18,10,27,5,0,,155,
W131434093023901,1804,Himanchal Pradesh,Sirmour,,SHIBPUR,30,77,2021,8,448,0,201,14,20,16,,200,26,33,8,1,0,,237,
W302625077372501,1805,Himanchal Pradesh,Sirmour,,BADRIPUR,30,77,2021,8,338,0,146,14,17,11,,145,26,19,9,1.0,1,,179,
W254545085051501,1806,Himanchal Pradesh,Sirmour,,NAYAGAON,30,77,2021,8,256,0,110,14,10,10,,105,26,10,7,1,0,,135,
W130730078073001,1807,Himanchal Pradesh,Sirmour,,KOLAR,30,77,2021,8,363,0,140,21,17,26,,145,32,16,16,1,0,,197,
W303130077191501,1808,Himanchal Pradesh,Sirmour,,SHAMBUWALA,30,77,2021,9,772,23,354,50,14,4,,120,26,13,119,7,0,,407,
W302945077130001,1809,Himanchal Pradesh,Sirmour,,KALA-AMB,30,77,2021,8,565,0,128,78,42,27,,200,38,26,37,2,2,,299,
W282315076135001,1810,Himanchal Pradesh,Sirmour,,KHERI,30,77,2021,9,405,23,183,18,11,17,,120,26,13,37,2,0,,214,
W303230077123001,1811,Himanchal Pradesh,Sirmour,,TRILOKPUR,30,77,2021,8,802,0,354,64,13,3,,35,6,5,165,3,2,,424,
W311240076284501,1812,Himanchal Pradesh,Kangra,,KOTLA,32,76,2021,8,376,0,140,28,14,21,,135,40,9,21,3,0,,244,
W321605076010001,1813,Himanchal Pradesh,Kangra,,MAO,32,76,2021,8,305,0,122,11,14,7,,110,40,2,16,2,0,,198,
W320943075592701,1814,Himanchal Pradesh,Kangra,,DARKATI,32,75,2021,8,475,0,122,35,58,36,,130,40,7,46,3,0,,309,
W321045075565701,1815,Himanchal Pradesh,Kangra,,BHARMAR,32,75,2021,8,280,0,116,14,7,10,,80,20,7,25,4,0,,182,
W321514075531101,1816,Himanchal Pradesh,Kangra,,THALI,32,75,2021,8,178,0,61,18,3,7,,65,10,10,8,2.0,0,,116,
W321715075521501,1817,Himanchal Pradesh,Kangra,,BOD,32,75,2021,8,930,0,305,71,53,81,,295,32,52,74,8,0,,605,
W322125075514101,1818,Himanchal Pradesh,Kangra,,PARNALLA,32,75,2021,8,485,0,183,35,16,23,,180,44,17,26,3,0,,315,
W315838075541801,1819,Himanchal Pradesh,Kangra,,JAGIR,31,75,2021,8,503,0,244,21,9,11,,210,18,40,17,4,0,,327,
W320330075431501,1820,Himanchal Pradesh,Kangra,,BAROTA,32,75,2021,8,420,0,122,35,38,20,,180,52,12,12,5,0,,273,
W321016075414301,1821,Himanchal Pradesh,Kangra,,CHANGARA,32,75,2021,8,375,0,122,39,28,8,,150,40,12,17,2,0,,244,
W321300075401501,1822,Himanchal Pradesh,Kangra,,MOHTLI,32,75,2021,8,544,0,183,25,7,84,,200,44,22,32,6.0,0,,354,
W321645075471501,1823,Himanchal Pradesh,Kangra,,PANJPIR,32,75,2021,8,245,0,85,21,14,7,,90,28,5,12,2,0,,159,
W321645075503001,1824,Himanchal Pradesh,Kangra,,JASSUR,32,75,2021,8,425,0,128,39,27,25,,140,42,9,30,3,0,,276,
W320315076372501,1825,Himanchal Pradesh,Kangra,,PAPROLA,32,76,2021,8,193,0,55,21,10,12,,60,16,5,13,4.0,0,,125,
W252758087360701,1826,Himanchal Pradesh,Kangra,,BASANTPUR,32,76,2021,8,336,0,122,28,22,6,,150,50,6,12,4,0,,218,
W320630076162001,1827,Himanchal Pradesh,Kangra,,KANGRA,32,76,2021,8,323,0,122,28,4,22,,130,32,12,17,3,0,,210,
W320536076155201,1828,Himanchal Pradesh,Kangra,,OLD KANGRA,32,76,2021,8,354,0,122,25,25,22,,125,40,6,14,15,0,,230,
W320200076150001,1829,Himanchal Pradesh,Kangra,,TAKIPUR,32,76,2021,8,325,0,85,46,24,9,,135,40,9,12,1,0,,211,
W320045076140001,1830,Himanchal Pradesh,Kangra,,BANDH,32,76,2021,8,475,0,183,39,30,12,,150,44,10,38,1,0,,309,
W200637085522301,1831,Himanchal Pradesh,Kangra,,HARIPUR,32,76,2021,8,660,0,244,71,14,17,,210,62,13,55,2,0,,429,
W315300076130001,1832,Himanchal Pradesh,Kangra,,DEHRA GOPIPUR,31,76,2021,8.0,562,0,244,39,9,7,,200,42,23,36,2.0,0,,365,
W314745076200001,1833,Himanchal Pradesh,Kangra,,BHAROLI,31,76,2021,8,577,0,183,28,58,10,,175,52,11,32,3,0,,375,
W314710076175001,1834,Himanchal Pradesh,Kangra,,HARDOGRI,31,76,2021,8,481,0,275,43,10,4,,260,60,27,20,2,0,,313,
W313652076282901,1835,Himanchal Pradesh,Hamirpur,,GALORE,31,76,2021,8.0,336,0,153,14,5,23,,130,36,10,11,7,0,,176,
W313121076322101,1836,Himanchal Pradesh,Hamirpur,,BIJARI,31,76,2021,8,416,0,153,43,8,15,,175,52,11,15,1,0,,221,
W321400076083901,1837,Himanchal Pradesh,Chamba,,UPPER THULEL,32,76,2021,8,406,0,171,28,12,5,,75,20,6,54,3,0,,215,
W313600076540001,1838,Himanchal Pradesh,Mandi,,RATTI,31,76,2021,8,502,0,171,50,7,44,,190,48,17,24,5,0,,265,
W313330076534501,1839,Himanchal Pradesh,Mandi,,JARL,31,76,2021,8,344,0,110,43,6,21,,130,24,17,16,3,0,,183,
W313353076552601,1840,Himanchal Pradesh,Mandi,,DINAK,31,76,2021,8,591,0,262,43,7,15,,250,56,27,20,1,0,,312,
W313445076544501,1841,Himanchal Pradesh,Mandi,,KANED,31,76,2021,7,604,0,214,50,9,57,,190,36,24,43,12,0,,320,
W204733081030501,1842,Himanchal Pradesh,Mandi,,LOHARA,31,76,2021,8,450,0,171,35,6,36,,165,32,21,23,4,0,,238,
W313930076564501,1843,Himanchal Pradesh,Mandi,,GUTKAR,31,76,2021,8,424,0,165,50,6,5,,170,32,22,17,5,0,,224,
W213251076155901,1844,Himanchal Pradesh,Mandi,,JHIRI,31,77,2021,8,431,0,177,28,8,35,,180,58,9,13,4.0,0,,228,
W315750077070001,1845,Himanchal Pradesh,Kullu,,KULLU,31,77,2021,8,239,0,98,14,4,16,,105,24,11,3,4,0,,126,
